timestamp,variable,organization,value,ingestion_time
2024-02-09,CHL-01,adasa,0.8227711915969848,2024-02-10
2024-02-09,SPM-01,adasa,0.4282673597335815,2024-02-10
2024-02-09,CHL-01,gsinima,8.136442184448242,2024-02-10
2024-02-09,SPM-01,gsinima,,2024-02-10
2024-02-08,CHL-01,adasa,0.507790207862854,2024-02-09
2024-02-08,SPM-01,adasa,0.4906045496463775,2024-02-09
2024-02-08,CHL-01,gsinima,9.45893669128418,2024-02-09
2024-02-08,SPM-01,gsinima,1.0022276639938354,2024-02-09
2024-02-07,SPM-01,adasa,,2024-02-08
2024-02-07,CHL-01,adasa,,2024-02-08
2024-02-07,SPM-01,gsinima,,2024-02-08
2024-02-07,CHL-01,gsinima,,2024-02-08
2024-02-07,SPM-01,adasa,0.2979856431484222,2024-02-09
2024-02-07,CHL-01,adasa,0.4986140131950378,2024-02-09
2024-02-07,SPM-01,gsinima,0.7175766229629515,2024-02-09
2024-02-07,CHL-01,gsinima,1.3366714715957642,2024-02-09
2024-02-06,SPM-01,adasa,0.1485548615455627,2024-02-07
2024-02-06,CHL-01,adasa,0.7558088898658752,2024-02-07
2024-02-06,SPM-01,gsinima,1.2625740766525269,2024-02-07
2024-02-06,CHL-01,gsinima,3.521275758743286,2024-02-07
2024-02-05,CHL-01,adasa,0.8042696714401245,2024-02-06
2024-02-05,SPM-01,adasa,0.3818106949329376,2024-02-06
2024-02-05,CHL-01,gsinima,8.71936321258545,2024-02-06
2024-02-05,SPM-01,gsinima,0.9273402094841005,2024-02-06
2024-02-04,SPM-01,gsinima,1.017839431762695,2024-02-05
2024-02-04,CHL-01,gsinima,0.761031150817871,2024-02-05
2024-02-04,SPM-01,adasa,0.2647064328193664,2024-02-05
2024-02-04,CHL-01,adasa,0.3654064536094665,2024-02-05
2024-02-03,SPM-01,gsinima,0.3145347535610199,2024-02-05
2024-02-03,CHL-01,gsinima,7.018893241882324,2024-02-05
2024-02-03,CHL-01,adasa,0.6758480668067932,2024-02-05
2024-02-03,SPM-01,adasa,0.4867238700389862,2024-02-05
2024-02-02,CHL-01,gsinima,0.4668808877468109,2024-02-05
2024-02-02,SPM-01,gsinima,0.4872719645500183,2024-02-05
2024-02-02,SPM-01,adasa,,2024-02-05
2024-02-02,CHL-01,adasa,0.3938229382038116,2024-02-05
2024-02-01,CHL-01,gsinima,4.340746879577637,2024-02-05
2024-02-01,SPM-01,gsinima,0.422952651977539,2024-02-05
2024-02-01,SPM-01,adasa,0.818310260772705,2024-02-05
2024-02-01,CHL-01,adasa,0.8287270665168762,2024-02-05
2024-01-31,SPM-01,adasa,1.7879152297973633,2024-02-01
2024-01-31,CHL-01,adasa,0.7304319739341735,2024-02-01
2024-01-31,SPM-01,gsinima,0.603588581085205,2024-02-01
2024-01-31,CHL-01,gsinima,1.9118937253952024,2024-02-01
2024-01-30,SPM-01,adasa,1.0798568725585938,2024-01-31
2024-01-30,CHL-01,adasa,1.0551190376281738,2024-01-31
2024-01-30,SPM-01,gsinima,0.7375115156173706,2024-01-31
2024-01-30,CHL-01,gsinima,0.7289231419563293,2024-01-31
2024-01-29,CHL-01,adasa,1.3751345872879028,2024-01-30
2024-01-29,SPM-01,adasa,1.0412099361419678,2024-01-30
2024-01-29,CHL-01,gsinima,1.9341875314712524,2024-01-30
2024-01-29,SPM-01,gsinima,0.6867591738700866,2024-01-30
2024-01-28,CHL-01,adasa,0.7760460376739502,2024-01-29
2024-01-28,SPM-01,adasa,0.8245783448219299,2024-01-29
2024-01-28,CHL-01,gsinima,1.823328256607056,2024-01-29
2024-01-28,SPM-01,gsinima,0.7567254304885864,2024-01-29
2024-01-27,CHL-01,adasa,1.884902000427246,2024-01-28
2024-01-27,SPM-01,adasa,1.3688124418258667,2024-01-28
2024-01-27,CHL-01,gsinima,3.169840812683105,2024-01-28
2024-01-27,SPM-01,gsinima,0.7647342085838317,2024-01-28
2024-01-26,CHL-01,adasa,2.0015339851379395,2024-01-27
2024-01-26,SPM-01,adasa,1.356628179550171,2024-01-27
2024-01-26,CHL-01,gsinima,4.020400047302246,2024-01-27
2024-01-26,SPM-01,gsinima,0.9278903007507324,2024-01-27
2024-01-25,SPM-01,adasa,1.5654792785644531,2024-01-26
2024-01-25,CHL-01,adasa,2.3136258125305176,2024-01-26
2024-01-25,SPM-01,gsinima,0.6720776557922363,2024-01-26
2024-01-25,CHL-01,gsinima,8.628368377685547,2024-01-26
2024-01-24,CHL-01,adasa,3.2704458236694336,2024-01-25
2024-01-24,SPM-01,adasa,1.4510360956192017,2024-01-25
2024-01-24,CHL-01,gsinima,1.558051347732544,2024-01-25
2024-01-24,SPM-01,gsinima,0.4498644173145294,2024-01-25
2024-01-23,SPM-01,adasa,1.2959216833114624,2024-01-24
2024-01-23,CHL-01,adasa,1.973530888557434,2024-01-24
2024-01-23,SPM-01,gsinima,0.3887266516685485,2024-01-24
2024-01-23,CHL-01,gsinima,2.878542184829712,2024-01-24
2024-01-22,CHL-01,adasa,2.665762424468994,2024-01-23
2024-01-22,SPM-01,adasa,1.154211401939392,2024-01-23
2024-01-22,CHL-01,gsinima,0.7277860045433044,2024-01-23
2024-01-22,SPM-01,gsinima,0.5860195159912109,2024-01-23
2024-01-21,CHL-01,adasa,2.6887826919555664,2024-01-22
2024-01-21,SPM-01,adasa,1.3639450073242188,2024-01-22
2024-01-21,CHL-01,gsinima,2.490846633911133,2024-01-22
2024-01-21,SPM-01,gsinima,1.2023017406463623,2024-01-22
2024-01-20,CHL-01,adasa,3.2940993309021,2024-01-21
2024-01-20,SPM-01,adasa,1.5065271854400637,2024-01-21
2024-01-20,CHL-01,gsinima,2.9387011528015137,2024-01-21
2024-01-20,SPM-01,gsinima,,2024-01-21
2024-01-19,CHL-01,adasa,2.482128143310547,2024-01-20
2024-01-19,SPM-01,adasa,1.7023732662200928,2024-01-20
2024-01-19,CHL-01,gsinima,2.9274816513061523,2024-01-20
2024-01-19,SPM-01,gsinima,1.3718249797821045,2024-01-20
2024-01-18,SPM-01,adasa,1.7231775522232056,2024-01-19
2024-01-18,CHL-01,adasa,1.0780088901519775,2024-01-19
2024-01-18,SPM-01,gsinima,1.5638198852539062,2024-01-19
2024-01-18,CHL-01,gsinima,9.856971740722656,2024-01-19
2024-01-17,SPM-01,adasa,,2024-01-18
2024-01-17,CHL-01,adasa,0.8590975999832153,2024-01-18
2024-01-17,SPM-01,gsinima,0.8884364366531372,2024-01-18
2024-01-17,CHL-01,gsinima,4.585311412811279,2024-01-18
2024-01-16,SPM-01,adasa,1.1100051403045654,2024-01-17
2024-01-16,CHL-01,adasa,1.3855271339416504,2024-01-17
2024-01-16,SPM-01,gsinima,1.0630913972854614,2024-01-17
2024-01-16,CHL-01,gsinima,4.1011691093444815,2024-01-17
2024-01-15,CHL-01,adasa,6.100461006164551,2024-01-16
2024-01-15,SPM-01,adasa,2.404000759124756,2024-01-16
2024-01-15,CHL-01,gsinima,7.063361167907715,2024-01-16
2024-01-15,SPM-01,gsinima,0.9440222978591918,2024-01-16
2024-01-14,SPM-01,adasa,,2024-01-15
2024-01-14,CHL-01,adasa,3.5656089782714844,2024-01-15
2024-01-14,SPM-01,gsinima,,2024-01-15
2024-01-14,CHL-01,gsinima,0.3122085928916931,2024-01-15
2024-01-13,CHL-01,adasa,7.2763023376464835,2024-01-14
2024-01-13,CHL-01,adasa,7.2763023376464835,2024-01-14
2024-01-13,CHL-01,gsinima,0.3092173337936401,2024-01-14
2024-01-13,CHL-01,gsinima,0.3092173337936401,2024-01-14
2024-01-13,SPM-01,gsinima,1.1085410118103027,2024-01-14
2024-01-13,SPM-01,gsinima,1.1085410118103027,2024-01-14
2024-01-13,SPM-01,adasa,3.1238017082214355,2024-01-14
2024-01-13,SPM-01,adasa,3.1238017082214355,2024-01-14
2024-01-11,CHL-01,adasa,3.100828170776367,2024-01-12
2024-01-11,SPM-01,adasa,1.2301146984100342,2024-01-12
2024-01-11,CHL-01,gsinima,2.4422831535339355,2024-01-12
2024-01-11,SPM-01,gsinima,1.4956209659576416,2024-01-12
2024-01-10,SPM-01,adasa,0.843707799911499,2024-01-11
2024-01-10,CHL-01,adasa,2.360964298248291,2024-01-11
2024-01-10,SPM-01,gsinima,0.8057888746261596,2024-01-11
2024-01-10,CHL-01,gsinima,1.8717005252838133,2024-01-11
2024-01-09,SPM-01,adasa,1.1468181610107422,2024-01-10
2024-01-09,CHL-01,adasa,3.2776529788970947,2024-01-10
2024-01-09,SPM-01,gsinima,2.3033285140991206,2024-01-10
2024-01-09,CHL-01,gsinima,11.217958450317385,2024-01-10
2024-01-08,SPM-01,adasa,1.0692884922027588,2024-01-09
2024-01-08,CHL-01,adasa,7.758160591125488,2024-01-09
2024-01-08,SPM-01,gsinima,1.9599825143814087,2024-01-09
2024-01-08,CHL-01,gsinima,11.34618091583252,2024-01-09
2024-01-07,SPM-01,adasa,1.0654538869857788,2024-01-08
2024-01-07,CHL-01,adasa,2.814955472946167,2024-01-08
2024-01-07,SPM-01,gsinima,1.7184691429138184,2024-01-08
2024-01-07,CHL-01,gsinima,2.610041618347168,2024-01-08
2024-01-06,SPM-01,adasa,1.2579100131988523,2024-01-07
2024-01-06,CHL-01,adasa,0.9952911734580993,2024-01-07
2024-01-06,CHL-01,adasa,0.9952911734580993,2024-01-07
2024-01-06,SPM-01,gsinima,2.4265811443328857,2024-01-07
